hitid	uid	pc
27	9	PartialChain(chain=[421, 355, 255, 174], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	15	PartialChain(chain=[255, 355, 174, 421, 408, 350, 269, 266, 436, 338, 14, 221, 448, 371, 280, 115, 62, 91, 249, 21], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	22	PartialChain(chain=[355, 280, 174], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	25	PartialChain(chain=[174, 266, 421], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	29	PartialChain(chain=[255, 174, 408, 355, 280, 115, 266], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	35	PartialChain(chain=[408, 280, 91, 338, 115, 174], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	48	PartialChain(chain=[255, 355, 174, 421], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	52	PartialChain(chain=[174, 115, 355], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	58	PartialChain(chain=[355, 174, 280, 115, 221], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	68	PartialChain(chain=[174, 255, 355, 115], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	69	PartialChain(chain=[255, 421, 174, 355, 350, 266, 221], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	72	PartialChain(chain=[355, 255, 266, 174, 280], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	73	PartialChain(chain=[350, 174], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	74	PartialChain(chain=[115, 266, 174, 280, 221], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	83	PartialChain(chain=[255, 174, 221, 280, 115], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	85	PartialChain(chain=[255, 174, 355, 221, 421], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	90	PartialChain(chain=[174, 255, 355, 408, 421, 280, 115], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	93	PartialChain(chain=[266, 355, 255, 174], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	94	PartialChain(chain=[255, 174, 355, 280, 115], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	95	PartialChain(chain=[174, 408, 355, 421, 115], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	96	PartialChain(chain=[266, 174, 280], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	97	PartialChain(chain=[174, 266, 115, 350, 280], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	99	PartialChain(chain=[255, 355, 174, 221, 421], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	102	PartialChain(chain=[255, 174, 280, 115], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	104	PartialChain(chain=[255, 174, 421, 266, 355, 408, 280], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	106	PartialChain(chain=[266, 255, 174], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	110	PartialChain(chain=[174, 355, 255, 221, 280, 350], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	116	PartialChain(chain=[255, 355, 174, 338, 436, 115, 266], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	117	PartialChain(chain=[421, 355, 174, 221], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	118	PartialChain(chain=[355, 174, 408], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	130	PartialChain(chain=[421, 355, 255, 174, 408, 280, 350, 266, 115, 221], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	137	PartialChain(chain=[255, 355, 115, 221, 280], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	138	PartialChain(chain=[408, 338, 355, 174, 115, 421, 371, 280, 91, 255, 448], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	152	PartialChain(chain=[115, 266, 174, 269, 280, 255], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	154	PartialChain(chain=[174, 255, 408, 115, 266, 280, 221, 421, 269], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	158	PartialChain(chain=[421, 174, 255, 355, 280, 266], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	160	PartialChain(chain=[266, 174, 355, 280, 255], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	161	PartialChain(chain=[174, 421, 266, 115, 221, 355, 255, 350, 280, 21], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	164	PartialChain(chain=[174, 115, 355, 221], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	165	PartialChain(chain=[255, 421, 174, 115, 280, 355, 221], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	166	PartialChain(chain=[174, 255, 355], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	172	PartialChain(chain=[174, 355, 255, 421, 371, 408, 221, 350], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	174	PartialChain(chain=[174, 355, 255, 280, 421], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	175	PartialChain(chain=[115, 221, 355, 174, 266], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	177	PartialChain(chain=[355, 174, 280, 421], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	178	PartialChain(chain=[174, 421, 355, 266, 280, 115], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	183	PartialChain(chain=[255, 174, 421, 355, 371, 338], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	184	PartialChain(chain=[355, 255, 266, 174], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	189	PartialChain(chain=[266, 355, 174], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	193	PartialChain(chain=[255, 174, 266, 371], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	195	PartialChain(chain=[355, 255, 174, 421, 350, 221, 371, 266, 91, 338, 280, 115], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	196	PartialChain(chain=[174, 355, 421, 255, 266], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	197	PartialChain(chain=[255, 174, 355, 408, 421, 266], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	198	PartialChain(chain=[266, 174, 355, 421, 255, 115, 280], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	199	PartialChain(chain=[355, 174, 280, 266, 115], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	202	PartialChain(chain=[174, 355, 266, 255], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	205	PartialChain(chain=[174, 355, 255, 280], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	208	PartialChain(chain=[255, 266, 174, 221, 115, 355, 338], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	210	PartialChain(chain=[255, 174, 355, 421], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	211	PartialChain(chain=[255, 355, 174, 371, 421, 350], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	216	PartialChain(chain=[174, 266, 408, 280, 115], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	217	PartialChain(chain=[174, 255, 355, 115], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	222	PartialChain(chain=[174, 280, 221], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	224	PartialChain(chain=[174, 255, 355], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	225	PartialChain(chain=[174, 355, 115, 280, 421, 221, 266, 255, 249], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	230	PartialChain(chain=[255, 355, 174, 280, 115], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	233	PartialChain(chain=[280], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	234	PartialChain(chain=[174, 115, 255], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	238	PartialChain(chain=[255, 355, 421, 408, 280, 115, 174], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	239	PartialChain(chain=[174, 355, 255, 266, 115], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	240	PartialChain(chain=[421, 174, 355, 255, 62, 408, 371, 266], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	243	PartialChain(chain=[174, 255, 421, 266], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	245	PartialChain(chain=[255, 355, 174, 115, 280, 266, 350], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	250	PartialChain(chain=[174, 355, 255, 371, 280, 115], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	252	PartialChain(chain=[350, 255, 338, 280, 115, 221], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	254	PartialChain(chain=[255, 174, 355, 421], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	255	PartialChain(chain=[255, 355, 174], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	256	PartialChain(chain=[355, 174, 421, 115, 280], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	264	PartialChain(chain=[355, 255, 174, 249, 371, 266, 338, 408, 14, 350, 91, 421, 21, 115, 280, 269, 221], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	266	PartialChain(chain=[255, 355, 174, 280], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	276	PartialChain(chain=[174, 255, 355], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	281	PartialChain(chain=[421, 355, 255, 174, 350], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	286	PartialChain(chain=[255, 174, 421, 355, 280], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	288	PartialChain(chain=[266, 355, 174], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	289	PartialChain(chain=[174, 355, 255], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	291	PartialChain(chain=[174, 266, 421, 255, 355], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	296	PartialChain(chain=[280, 115, 355, 255, 174, 221, 350], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	297	PartialChain(chain=[174, 280, 355, 266, 115], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	299	PartialChain(chain=[266, 221, 174], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	306	PartialChain(chain=[255, 174, 355], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	320	PartialChain(chain=[174, 355, 338, 14, 115, 350, 280], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	324	PartialChain(chain=[350, 355, 255, 174, 266, 421, 280], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	329	PartialChain(chain=[338, 355, 448], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	330	PartialChain(chain=[255, 355, 174], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	336	PartialChain(chain=[408, 174, 280, 255, 355, 115, 421], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	337	PartialChain(chain=[255, 355, 174, 221, 266, 115], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	345	PartialChain(chain=[266, 174, 355, 338, 269, 448, 421, 115, 62, 255, 280, 14, 371, 21, 436, 408, 221, 91, 350, 249], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	346	PartialChain(chain=[174, 350, 266, 115, 269, 421, 280, 255], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	348	PartialChain(chain=[174, 255, 355, 421, 280, 115, 221, 266], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
27	351	PartialChain(chain=[421, 174, 355, 255, 266, 280], item_set={448, 266, 269, 14, 338, 21, 280, 408, 91, 221, 350, 355, 421, 174, 115, 436, 371, 249, 62, 255})
28	2	PartialChain(chain=[133, 455, 213, 37], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	5	PartialChain(chain=[455, 213, 175, 37], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	7	PartialChain(chain=[213, 129, 133, 37, 270], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	9	PartialChain(chain=[362, 293, 213, 455, 195, 133], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	14	PartialChain(chain=[455, 133, 213, 270, 37], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	19	PartialChain(chain=[213, 37, 77, 183, 133, 455, 32, 239, 175, 129, 270, 465, 362], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	29	PartialChain(chain=[293, 213, 455, 133, 37], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	33	PartialChain(chain=[455, 133, 37, 183, 213], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	39	PartialChain(chain=[455, 133, 213, 37], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	41	PartialChain(chain=[455, 133, 77, 362, 32, 213, 219, 239], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	47	PartialChain(chain=[455, 133, 213, 183, 175], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	48	PartialChain(chain=[32, 362, 213, 133, 455], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	53	PartialChain(chain=[175, 455, 37], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	57	PartialChain(chain=[195, 183, 213, 133, 455, 175], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	58	PartialChain(chain=[37, 129, 455], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	64	PartialChain(chain=[133, 455, 219, 213, 293, 32, 37, 175, 362, 239], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	69	PartialChain(chain=[455, 133, 325, 219, 175, 362, 32], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	80	PartialChain(chain=[133, 455, 37, 213], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	81	PartialChain(chain=[133, 213, 239, 455], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	82	PartialChain(chain=[455, 213, 37], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	83	PartialChain(chain=[455, 133, 213, 293, 37], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	84	PartialChain(chain=[293, 213, 455, 325, 37, 175], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	85	PartialChain(chain=[455, 213, 133, 37], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	88	PartialChain(chain=[99, 133, 455, 175, 37, 356], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	94	PartialChain(chain=[37, 239, 362, 195, 133, 175, 213, 129, 99, 455], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	95	PartialChain(chain=[133, 37, 213, 270, 362, 455], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	98	PartialChain(chain=[133, 455, 175, 293, 213], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	100	PartialChain(chain=[213, 133, 77, 362, 32, 455, 293], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	102	PartialChain(chain=[271, 213, 32, 465, 133, 455, 183, 37], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	104	PartialChain(chain=[133, 455, 219, 293, 362, 32, 175, 465], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	106	PartialChain(chain=[213, 356, 455], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	107	PartialChain(chain=[455, 213, 37, 133], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	108	PartialChain(chain=[133, 183, 213], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	123	PartialChain(chain=[455, 133, 219, 77, 293, 32, 195], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	124	PartialChain(chain=[219, 455, 465, 133, 213, 271, 239], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	131	PartialChain(chain=[455, 213, 133], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	135	PartialChain(chain=[455, 175, 213, 32, 293], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	136	PartialChain(chain=[77, 325, 362, 32, 213, 195, 133, 455, 37, 175], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	145	PartialChain(chain=[133, 213, 293, 239, 455, 362], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	147	PartialChain(chain=[219, 133, 213, 455, 195, 183, 99, 129, 37], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	157	PartialChain(chain=[455, 362, 293, 77, 213, 133, 465, 325], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	158	PartialChain(chain=[133, 293, 362, 455, 213, 465], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	160	PartialChain(chain=[213, 183, 455, 133], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	161	PartialChain(chain=[293, 271, 37, 213, 270, 455, 133, 239, 129, 175, 183, 325, 356, 362, 465, 219], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	162	PartialChain(chain=[362, 455, 325, 133, 213, 32, 77], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	167	PartialChain(chain=[213, 195, 175, 37, 362, 455, 133, 129], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	170	PartialChain(chain=[32, 325, 455, 77, 133, 362, 293, 213, 175, 195, 37], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
28	171	PartialChain(chain=[455, 213, 239, 37], item_set={129, 195, 133, 325, 455, 77, 270, 271, 465, 213, 219, 32, 99, 356, 37, 293, 362, 175, 239, 183})
