m	n	chain_size	batch	rule	threads	grouping	winners	score_upper	score_lower	num_pruned_voters	t_quick_bounds_sec	t_pruning_sec	t_solver_sec	t_total_sec
80	100000	5	5	Borda	1	True	(64,)	3953305.5	3953147.5	2	3.0519638061523438	1.3224055767059326	40.29634428024292	94.28684449195862
80	100000	5	2	Plurality	1	True	(70,)	1254.3249998354365	1254.3250000022153	0	3.0519258975982666	1.2709450721740723	31.59548854827881	47.25386643409729
80	100000	5	2	2-approval	1	True	(70,)	2508.425316343451	2508.425316460127	0	3.0533533096313477	1.2854423522949219	33.64669418334961	49.166743755340576
80	100000	5	2	Borda	1	True	(70,)	3955216.0	3953802.0	18	3.0603368282318115	1.2833008766174316	40.30902552604675	94.48767042160034
80	100000	5	8	Plurality	1	True	(52,)	1254.4249998359103	1254.4250000022132	0	3.046980142593384	1.2849268913269043	31.502216339111328	46.25141763687134
80	100000	5	8	2-approval	1	True	(52,)	2508.5873416604572	2508.5873417765783	0	3.053711414337158	1.269608736038208	33.5698983669281	49.80647087097168
80	100000	5	8	Borda	1	True	(63,)	3953213.0	3953213.0	0	3.0297951698303223	1.3408846855163574	40.8746542930603	95.2291669845581
80	100000	5	1	Plurality	1	True	(57,)	1254.537499835741	1254.5375000022088	0	3.0463430881500244	1.252922534942627	31.562952995300293	46.96129488945007
80	100000	5	1	2-approval	1	True	(57,)	2508.701582166621	2508.701582282899	0	3.0504913330078125	1.278791904449463	33.8686466217041	49.95441126823425
80	100000	5	1	Borda	1	True	(33,)	3953975.5	3953422.5	7	3.056180715560913	1.2794702053070068	40.65669393539429	94.70839953422546
80	100000	5	7	Plurality	1	True	(77,)	1258.2249998355821	1256.2250000022216	2	3.040771245956421	1.260091781616211	31.575159072875977	46.45212459564209
80	100000	5	7	2-approval	1	True	(77,)	2515.96012647018	2511.960126586722	4	3.048475980758667	1.3038489818572998	33.76740765571594	49.33477282524109
80	100000	5	7	Borda	1	True	(34,)	3954110.5	3953557.5	7	3.068753480911255	1.3022069931030273	40.50355529785156	95.32576870918274
80	100000	5	4	Plurality	1	True	(73,)	1254.5624998359956	1254.562500002209	0	3.0547022819519043	1.2698259353637695	31.58771800994873	47.04840660095215
80	100000	5	4	2-approval	1	True	(73,)	2508.9952530530186	2508.9952531689746	0	3.058772087097168	1.2825767993927002	33.74868726730347	49.287338972091675
80	100000	5	4	Borda	1	True	(73,)	3953574.5	3953337.5	3	3.0655746459960938	1.304426908493042	40.42965531349182	94.38074398040771
80	100000	5	0	Plurality	1	True	(42,)	1257.1124998357516	1256.112500002218	1	3.038160562515259	1.3023264408111572	32.05758833885193	47.55248522758484
80	100000	5	0	2-approval	1	True	(42,)	2513.6810125462976	2511.6810126626638	2	3.061167001724243	1.2709271907806396	34.255932569503784	49.955527782440186
80	100000	5	0	Borda	1	True	(19,)	3953889.5	3952941.5	12	3.0621209144592285	1.3020849227905273	40.34255504608154	94.18209719657898
80	100000	5	3	Plurality	1	True	(70,)	1254.6124998356922	1254.612500002212	0	3.051551342010498	1.268442153930664	31.392037391662598	46.891860485076904
80	100000	5	3	2-approval	1	True	(15,)	2508.9253163436306	2508.9253164601423	0	3.0553038120269775	1.2634153366088867	33.69494295120239	49.14337372779846
80	100000	5	3	Borda	1	True	(66,)	3954832.5	3953726.5	14	3.0658395290374756	1.2834200859069824	40.440794944763184	94.10187911987305
80	100000	5	6	Plurality	1	True	(37,)	1255.0749998355077	1255.075000002221	0	3.0452282428741455	1.2736196517944336	31.446718454360962	46.94656682014465
80	100000	5	6	2-approval	1	True	(37,)	2510.6787973564697	2509.6787974727968	1	3.0373284816741943	1.300891637802124	33.630430936813354	49.071033000946045
80	100000	5	6	Borda	1	True	(41,)	3954413.0	3953232.0	15	3.060445785522461	1.3008601665496826	40.39330697059631	94.30600380897522
80	100000	5	9	Plurality	1	True	(21,)	1254.3749998355393	1254.3750000022153	0	3.046903610229492	1.2745788097381592	31.529197692871094	46.98034596443176
80	100000	5	9	2-approval	1	True	(21,)	2508.5917720402185	2508.5917721563296	0	3.0471081733703613	1.260913610458374	33.76600241661072	49.182595014572144
80	100000	5	9	Borda	1	True	(21,)	3953483.0	3953483.0	0	3.0436630249023438	1.2809727191925049	40.39049315452576	94.09264135360718
