m	phi	pmax	ith_such_poset	cardinality	poset
10	0.5	0.5	20	9	Poset(parent_to_children={0: {8, 2, 6, 7}, 3: {4}, 4: {8, 6, 7}, 6: {8, 5}, 9: {5, 7}, 2: {8}, 7: {8}, 8: {5}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	21	9	Poset(parent_to_children={0: {2}, 2: {1, 4, 6, 9}, 1: {8, 5}, 7: {6}, 4: {8, 9, 5}, 5: {8, 9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	22	10	Poset(parent_to_children={0: {2, 6}, 3: {1, 4, 5}, 1: {9, 5, 6, 7}, 2: {8, 5, 6, 7}, 5: {7}, 6: {9}, 4: {7}, 7: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	23	10	Poset(parent_to_children={1: {8}, 5: {2, 3, 4, 6, 7, 8, 9}, 0: {8, 9, 4}, 2: {8, 4, 7}, 4: {9, 3}, 3: {8}, 7: {8, 9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	24	6	Poset(parent_to_children={0: {2}, 1: {4, 6}, 2: {4, 7}, 4: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	25	10	Poset(parent_to_children={0: {1, 2, 3, 7, 9}, 1: {2}, 2: {4}, 3: {8, 5, 6, 7}, 8: {7}, 9: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	26	9	Poset(parent_to_children={3: {5}, 1: {4}, 2: {9, 5}, 4: {8, 5}, 5: {7}, 6: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	27	9	Poset(parent_to_children={0: {9, 2, 4, 6}, 2: {1}, 3: {8, 9, 6}, 7: {9}, 6: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	28	10	Poset(parent_to_children={6: {1, 2, 3, 4, 8}, 4: {0, 2, 5}, 1: {8}, 0: {7}, 2: {8}, 5: {9}, 7: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	29	10	Poset(parent_to_children={0: {1}, 4: {8, 1, 3, 9}, 1: {7}, 7: {6}, 2: {3}, 5: {8, 9, 3, 6}, 9: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	30	10	Poset(parent_to_children={1: {4}, 0: {9, 2}, 2: {4, 5, 7, 8, 9}, 4: {8, 7}, 3: {9, 6}, 5: {6}, 7: {8, 9}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	31	10	Poset(parent_to_children={0: {9, 4, 7}, 3: {9, 6}, 2: {9}, 5: {8, 1, 6, 7}, 1: {9}, 8: {7}, 7: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	32	9	Poset(parent_to_children={0: {9, 5}, 1: {2}, 3: {8, 9}, 6: {9}, 4: {8, 9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	33	10	Poset(parent_to_children={0: {1}, 2: {7}, 4: {1, 5, 9}, 3: {9}, 1: {6}, 6: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	34	10	Poset(parent_to_children={0: {1, 4}, 4: {1, 3, 6}, 1: {2, 7}, 3: {5}, 6: {9, 5}, 7: {8, 2}, 2: {9}, 9: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	35	10	Poset(parent_to_children={0: {2, 5}, 1: {2, 3, 4, 5, 6, 7, 8}, 4: {8, 9, 2}, 5: {9}, 3: {2}, 6: {9, 2}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	36	9	Poset(parent_to_children={0: {1, 2, 4, 6, 7}, 2: {3, 5, 7}, 6: {8, 4, 5}, 5: {7}, 8: {3, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	37	9	Poset(parent_to_children={4: {0, 9, 5, 7}, 0: {2, 5}, 2: {8, 6}, 3: {8, 5, 7}, 5: {9, 6, 7}, 8: {9, 6}, 6: {7}, 7: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	38	7	Poset(parent_to_children={5: {6}, 1: {6}, 0: {3}, 6: {8, 9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	39	10	Poset(parent_to_children={3: {0, 4, 5, 7, 8}, 4: {0, 9}, 1: {8, 9, 6, 7}, 2: {8}, 8: {9}, 6: {9, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	40	10	Poset(parent_to_children={1: {0, 8, 7}, 0: {3, 7}, 4: {8, 7}, 2: {7}, 5: {3, 7}, 3: {8, 9, 6}, 6: {7}, 9: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	41	9	Poset(parent_to_children={2: {0, 1, 3, 6}, 3: {9, 4, 5}, 5: {0}, 8: {9, 4}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	42	10	Poset(parent_to_children={2: {8, 9, 4, 7}, 1: {0, 4}, 3: {0, 9, 4, 5}, 4: {0}, 7: {8, 6}, 6: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	43	9	Poset(parent_to_children={4: {8, 1, 9, 7}, 5: {9, 2, 6}, 2: {3, 6}, 9: {3}, 6: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	44	10	Poset(parent_to_children={0: {3, 4, 5, 7}, 2: {9, 7}, 4: {9}, 3: {5, 6}, 8: {6, 7}, 5: {7}, 1: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	45	9	Poset(parent_to_children={1: {3, 6, 7, 8, 9}, 2: {8, 7}, 4: {3, 6}, 5: {8}, 6: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	46	6	Poset(parent_to_children={1: {3, 7}, 3: {9}, 5: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	47	10	Poset(parent_to_children={2: {9, 6, 7}, 1: {0, 3, 5}, 5: {4, 6, 7}, 6: {7}, 3: {9, 4, 7}, 0: {4}, 4: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	48	9	Poset(parent_to_children={4: {3, 7}, 0: {9, 6}, 1: {5}, 5: {3}, 8: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	49	8	Poset(parent_to_children={1: {2, 5}, 0: {8, 5}, 2: {9, 4}, 8: {5}, 3: {4}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	50	9	Poset(parent_to_children={4: {9, 5, 6}, 3: {0, 1}, 0: {8, 9, 2}, 5: {8, 9, 2}, 2: {8}, 6: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	51	9	Poset(parent_to_children={1: {4}, 2: {3}, 6: {7}, 7: {8, 9, 5}, 4: {8}, 8: {9, 5}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	52	10	Poset(parent_to_children={4: {7}, 0: {2, 6, 7}, 1: {2, 3, 5, 7}, 2: {8, 6}, 5: {3}, 3: {8, 6}, 7: {8, 9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	53	8	Poset(parent_to_children={1: {9}, 2: {5, 7}, 4: {9, 3, 6, 7}, 5: {9}, 6: {9, 7}, 9: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	54	9	Poset(parent_to_children={1: {2, 5}, 4: {8, 9, 3, 7}, 5: {9, 3}, 6: {3}, 8: {9, 3}, 3: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	55	8	Poset(parent_to_children={2: {8, 1, 9}, 1: {3, 5}, 3: {8, 5, 7}, 6: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	56	10	Poset(parent_to_children={3: {0, 7}, 0: {2, 5, 7}, 1: {2, 7}, 4: {8, 9, 5, 7}, 6: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	57	10	Poset(parent_to_children={1: {8, 9}, 3: {8, 4, 6, 7}, 0: {6}, 2: {8, 6}, 4: {8}, 5: {9, 6}, 6: {9, 7}, 8: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	58	10	Poset(parent_to_children={4: {0}, 1: {8, 9, 2, 6}, 2: {9, 5}, 3: {9}, 6: {8}, 7: {5}, 5: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	59	9	Poset(parent_to_children={1: {3, 7}, 4: {3, 6, 7}, 2: {8, 9, 3, 5}, 3: {8, 9, 5}, 6: {5}, 5: {8, 9}, 7: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	60	6	Poset(parent_to_children={1: {8, 4, 5}, 2: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	61	10	Poset(parent_to_children={1: {0, 2, 4}, 5: {0, 2, 4}, 0: {9, 3}, 2: {8, 9, 3, 4}, 7: {4, 6}, 6: {8, 9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	62	7	Poset(parent_to_children={1: {0, 3, 5, 7}, 0: {7}, 9: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	63	10	Poset(parent_to_children={0: {2}, 2: {9, 6}, 3: {8}, 1: {9}, 4: {8, 7}, 5: {8, 9, 7}, 6: {9}, 9: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	64	10	Poset(parent_to_children={0: {3, 4, 5, 6, 7, 9}, 1: {3, 5, 6, 7, 9}, 5: {3}, 3: {8, 2, 6, 7}, 2: {8, 9, 4}, 4: {8}, 6: {8}, 7: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	65	8	Poset(parent_to_children={0: {1, 5}, 1: {8, 2, 5}, 2: {9, 6, 7}, 5: {8, 6}, 7: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	66	7	Poset(parent_to_children={0: {9}, 2: {8, 3, 5}, 3: {5, 6}, 5: {9}, 6: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	67	8	Poset(parent_to_children={1: {7}, 2: {5}, 4: {8, 3, 5, 7}, 3: {6}, 6: {7}, 5: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	68	10	Poset(parent_to_children={1: {6}, 6: {8, 2, 4, 7}, 2: {8, 3, 4, 7}, 0: {3}, 3: {7}, 4: {8, 5, 7}, 7: {5}, 5: {8}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	69	10	Poset(parent_to_children={0: {1, 3, 4, 5, 6, 7, 8, 9}, 3: {1, 2, 5, 6, 9}, 1: {8}, 8: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	70	6	Poset(parent_to_children={3: {8, 2}, 4: {5, 7}, 2: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	71	9	Poset(parent_to_children={1: {8, 3, 6}, 0: {4, 6}, 4: {6, 7}, 2: {9, 6}, 7: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	72	9	Poset(parent_to_children={0: {9, 4}, 1: {2, 4, 7, 8, 9}, 5: {4, 6}, 8: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	73	10	Poset(parent_to_children={0: {2, 3, 4, 7, 9}, 7: {5}, 1: {9}, 6: {8, 4}, 3: {5}, 8: {5}, 5: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	74	10	Poset(parent_to_children={1: {2, 3, 4, 5, 7, 9}, 0: {9}, 2: {4, 7}, 4: {5}, 3: {7}, 6: {9}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	75	8	Poset(parent_to_children={0: {8}, 2: {9, 3, 5}, 5: {8, 4}, 4: {8, 9}, 6: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	76	9	Poset(parent_to_children={0: {8, 9, 2, 3}, 3: {2, 4}, 5: {8, 4, 7}, 2: {8, 6}, 6: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	77	4	Poset(parent_to_children={5: {6, 7}, 6: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	78	8	Poset(parent_to_children={4: {2, 3, 5, 6, 7}, 2: {8, 9, 6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	79	10	Poset(parent_to_children={0: {1, 2, 5, 6}, 2: {7}, 4: {5}, 7: {3}, 6: {8, 3, 5}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	80	9	Poset(parent_to_children={0: {8, 3, 7}, 1: {3, 7}, 3: {7}, 4: {9, 6}, 7: {9}, 5: {8, 6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	81	10	Poset(parent_to_children={0: {1, 6}, 7: {2}, 1: {9}, 2: {3, 5}, 6: {3}, 4: {3}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	82	8	Poset(parent_to_children={8: {1, 5, 9, 7}, 0: {9, 2, 5}, 6: {5, 7}, 5: {9, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	83	10	Poset(parent_to_children={0: {8, 9, 4, 5}, 7: {9}, 1: {9, 3, 5, 6}, 3: {9}, 2: {5, 6}, 8: {9, 5}, 5: {9}, 6: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	84	8	Poset(parent_to_children={1: {9, 2, 4, 7}, 4: {9, 6}, 2: {8}, 5: {7}, 6: {7}, 8: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	85	9	Poset(parent_to_children={2: {7}, 1: {8}, 5: {8, 4}, 3: {9}, 7: {8, 6}, 6: {9, 4}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	86	10	Poset(parent_to_children={0: {1, 3, 4, 5, 7}, 2: {8, 1, 6, 9}, 1: {5}, 4: {9, 5, 6}, 3: {8}, 5: {7}, 7: {9}, 6: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	87	10	Poset(parent_to_children={2: {0, 1, 4, 5}, 4: {8, 7}, 5: {1, 3, 6, 7, 9}, 1: {7}, 3: {6}, 6: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	88	8	Poset(parent_to_children={0: {9}, 1: {9, 5, 7}, 5: {8, 9, 2, 6}, 9: {8}, 8: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	89	9	Poset(parent_to_children={1: {8, 9, 4}, 2: {8}, 3: {8, 5, 6}, 5: {8}, 4: {8}, 7: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	90	8	Poset(parent_to_children={0: {8, 3, 4, 7}, 3: {9, 6}, 4: {9, 5, 6}, 5: {7}, 8: {9, 7}, 7: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	91	10	Poset(parent_to_children={0: {5}, 1: {2, 3, 5}, 5: {4, 6, 7, 8, 9}, 4: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	92	9	Poset(parent_to_children={0: {1, 2, 5, 7, 8}, 1: {2, 5, 7}, 3: {2}, 2: {8, 4, 5, 7}, 5: {8, 4, 6, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	93	10	Poset(parent_to_children={0: {8, 2}, 1: {9, 2, 3, 6}, 5: {9, 7}, 2: {7}, 4: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	94	9	Poset(parent_to_children={4: {3, 5}, 2: {1, 5, 6}, 1: {3}, 5: {8}, 3: {6}, 6: {8, 9, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	95	3	Poset(parent_to_children={0: {7}, 7: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	96	9	Poset(parent_to_children={0: {8, 1, 4}, 2: {4}, 6: {1, 5, 9, 7}, 1: {4, 5}, 5: {8, 7}, 4: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	97	10	Poset(parent_to_children={0: {2, 3}, 2: {9, 4}, 1: {3, 6, 7}, 5: {3, 4, 7, 8, 9}, 3: {4}, 6: {7}, 4: {8}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	98	10	Poset(parent_to_children={1: {0, 3, 5, 7, 8}, 0: {3}, 2: {8, 6, 7}, 3: {7}, 5: {8, 9, 4, 7}, 4: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	99	8	Poset(parent_to_children={2: {3, 7}, 0: {8}, 5: {8}, 3: {8, 9}, 6: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	0	9	Poset(parent_to_children={1: {2, 5, 6}, 3: {9, 5}, 0: {9, 2, 5}, 2: {8}, 9: {7}, 7: {8, 5}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	1	10	Poset(parent_to_children={1: {4, 5}, 3: {0, 2, 5, 7, 8}, 2: {8}, 0: {5, 7}, 6: {9, 5, 7}, 4: {8, 5}, 7: {8}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	2	9	Poset(parent_to_children={0: {2, 3, 4, 6, 7, 8, 9}, 4: {8, 2, 6}, 5: {2, 3, 6, 7, 8}, 2: {9, 3, 6}, 3: {7}, 7: {8, 9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	3	10	Poset(parent_to_children={1: {0, 9, 6, 7}, 2: {3, 6, 7}, 0: {3, 4, 5, 7, 9}, 3: {9, 4, 6, 7}, 4: {9, 6}, 6: {7}, 7: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	4	10	Poset(parent_to_children={0: {1, 3, 5, 6, 7, 8, 9}, 2: {3, 4, 5, 6, 7, 9}, 1: {3, 4, 5, 6, 7, 8}, 9: {8, 5, 6, 7}, 7: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	5	10	Poset(parent_to_children={0: {3, 4, 5, 7, 9}, 2: {8, 1, 5}, 1: {4, 5, 6, 7, 9}, 6: {5, 7}, 4: {9}, 5: {8}, 8: {9, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	6	9	Poset(parent_to_children={0: {2, 4, 5, 6, 7, 8}, 3: {6}, 6: {9, 5, 7}, 5: {9, 7}, 7: {9}, 9: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	7	10	Poset(parent_to_children={0: {1, 2, 3, 4, 7, 8, 9}, 2: {1, 3, 5, 6, 7}, 1: {7}, 3: {8}, 5: {8, 7}, 7: {6}, 9: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	8	9	Poset(parent_to_children={0: {1, 3, 4, 6, 7, 9}, 4: {8, 5, 6}, 3: {8, 9, 7}, 5: {1, 6, 7}, 1: {8, 9, 6, 7}, 6: {8, 9}, 7: {8}, 9: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	9	10	Poset(parent_to_children={1: {0, 3, 4, 5, 6, 7, 8, 9}, 2: {0, 3, 4, 5, 6, 7, 8, 9}, 3: {8, 0, 6, 7}, 7: {0, 9}, 9: {8, 0, 6}, 0: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	10	10	Poset(parent_to_children={1: {8, 2}, 0: {5, 6, 7}, 3: {2, 4, 6, 7}, 6: {2, 5}, 4: {8, 9, 2}, 8: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	11	10	Poset(parent_to_children={2: {0, 8, 4, 9}, 5: {6}, 0: {4, 7}, 1: {8, 3, 4, 6}, 3: {8, 4, 6, 7}, 4: {8}, 6: {8, 9}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	12	10	Poset(parent_to_children={1: {0, 2, 4, 6, 8, 9}, 2: {0, 3, 4, 5, 6, 7, 8}, 5: {8, 9, 4, 6}, 4: {9, 6, 7}, 3: {8, 6, 7}, 6: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	13	9	Poset(parent_to_children={2: {3, 4, 6}, 1: {3, 5, 6, 7, 8, 9}, 5: {8}, 3: {8, 4, 6, 7}, 4: {6}, 8: {9}, 6: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	14	9	Poset(parent_to_children={4: {1, 2, 3, 6, 8, 9}, 6: {9, 1}, 3: {8}, 5: {1, 7}, 7: {9, 2, 1}, 2: {8, 9, 1}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	15	9	Poset(parent_to_children={1: {2, 3, 4, 6, 7, 8, 9}, 2: {6}, 3: {4, 5, 7, 8, 9}, 4: {8, 9, 5}, 5: {8, 9, 6, 7}, 9: {8, 6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	16	10	Poset(parent_to_children={0: {1, 3, 4, 5, 7, 8, 9}, 1: {2, 3, 4, 5, 6, 9}, 4: {8, 3, 5}, 5: {8, 6, 7}, 3: {8, 9, 6, 7}, 7: {9}, 6: {8, 9}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	17	10	Poset(parent_to_children={0: {1, 2, 3, 4, 5, 6, 7, 8, 9}, 2: {1, 3, 4, 5, 6, 7, 8, 9}, 3: {8, 1, 4, 6}, 5: {7}, 1: {8, 7}, 6: {8, 7}, 7: {8}, 9: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	18	10	Poset(parent_to_children={0: {1, 2, 4, 5, 6, 9}, 1: {2, 3, 4, 5, 6, 7, 9}, 3: {2, 4, 5, 6, 9}, 4: {8, 5, 6}, 2: {9, 5, 6, 7}, 5: {8}, 8: {9}, 9: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	19	9	Poset(parent_to_children={0: {7}, 1: {3, 4, 6, 7, 8, 9}, 4: {8, 9, 2, 7}, 2: {8, 9, 3, 7}, 3: {9}, 9: {7}, 8: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	20	10	Poset(parent_to_children={4: {0, 2, 6, 7, 8, 9}, 1: {9, 3, 5, 7}, 0: {8, 3, 5, 6}, 2: {9, 3, 6, 7}, 3: {5, 6, 7, 8, 9}, 5: {9}, 8: {9, 6}, 6: {7}, 7: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	21	10	Poset(parent_to_children={2: {0, 1, 3, 4, 5, 6, 7, 9}, 0: {8, 9}, 1: {8, 9, 5, 6}, 3: {4, 5, 6, 7, 8, 9}, 6: {8, 9, 4, 5}, 5: {9, 7}, 7: {4}, 9: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	22	10	Poset(parent_to_children={1: {2, 3, 4, 6, 7, 8, 9}, 0: {8, 4}, 5: {2, 4, 6, 7, 8}, 2: {8, 6}, 6: {8, 9, 7}, 8: {9, 7}, 7: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	23	10	Poset(parent_to_children={1: {9}, 2: {0, 4, 5, 6}, 0: {3, 4, 5, 6, 7, 9}, 3: {9}, 6: {9}, 4: {8, 9, 5, 7}, 8: {9, 5}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	24	10	Poset(parent_to_children={1: {0, 2, 3, 5, 6, 7, 9}, 0: {2, 3, 4, 5, 7, 8, 9}, 2: {5, 6, 7, 8, 9}, 5: {3, 4, 6, 7, 8, 9}, 3: {8}, 4: {8, 6}, 7: {8, 6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	25	10	Poset(parent_to_children={0: {9, 7}, 1: {2, 7}, 6: {3, 4, 5, 7}, 3: {8, 9, 5}, 4: {9, 5}, 5: {8, 9, 7}, 7: {8, 9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	26	10	Poset(parent_to_children={0: {3, 6, 7, 8, 9}, 1: {8, 9, 5, 6}, 4: {8, 2}, 5: {8, 9, 6, 7}, 6: {7}, 9: {8, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	27	10	Poset(parent_to_children={0: {1, 5}, 1: {2}, 3: {2, 4, 6, 8, 9}, 7: {6}, 2: {8, 5, 6}, 8: {9, 6}, 5: {9, 6}, 9: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	28	10	Poset(parent_to_children={0: {1, 2, 3, 4, 5, 8}, 2: {8}, 1: {8, 9, 3, 4}, 4: {9, 3, 5}, 6: {3}, 3: {8, 9, 5, 7}, 5: {9, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	29	10	Poset(parent_to_children={1: {4, 5, 6, 7, 9}, 0: {3, 4, 5, 6, 9}, 5: {8, 9, 2, 7}, 3: {2, 4, 6, 7}, 2: {9, 4}, 6: {8}, 9: {8, 4, 7}, 8: {4}, 4: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
